,cleaned_brand,certain,sim
2317,skinpastel,[],"[('skater', 62), ('amstel', 62), ('skinlife', 56), ('skinvill', 56), ('skincure', 56), ('k-palette', 53), ('sukin', 53), ('intex', 53), ('najel', 53), ('kitcat', 50), ('kissme', 50), ('kate凱婷', 50), ('vinata', 50), ('duskin', 50), ('k9 natural', 50), ('kingston晶燉', 50), ('t-sing', 50), ('natice', 50), ('neatex', 50)]"
2318,參天,[],"[('樂天', 50), ('天文', 50), ('鴻參', 50), ('天天', 50)]"
2319,賈羅公式,[],[]
2320,素天堂,[],[]
2321,staub,[],"[('stb', 75), ('tau', 75), ('saba', 67), ('uni star', 62), ('sabon', 60), ('tklab', 60), ('starbucks', 57), ('takumi', 55), ('targus', 55), ('siau詩杭', 55), ('lestar', 55), ('tcstar', 55), ('a star', 55), ('abc', 50), ('tabasco', 50), ('kisetsu', 50), ('vitabox', 50), ('dtaudio', 50), ('sanbisi', 50)]"
2322,kerastase卡詩,[],"[('yeastmaster匠香', 58), ('kerasys可瑞絲', 57), ('yeaster', 56), ('rasto', 50), ('atake', 50), ('cooler master', 50), ('powermate', 50), (""lassie'el"", 50)]"
2323,shiseido men,[],"[('shiseido資生堂', 70), ('shiseido資生堂東京櫃', 62), ('shiseido資生堂國際櫃', 62), ('essenso', 53), ('shower mate', 52), ('min shiang名象', 50), ('may shop', 50), ('dr.shine', 50), ('his cafe', 50), ('vencedor', 50)]"
2324,milk touch,[],"[('touch in sol光之瀅', 64), ('melko', 53), ('sweet touch直覺', 52), ('our family一家人', 52), ('switch', 50), ('super mild', 50), ('mitomo', 50)]"
2325,heimish,[],"[('missha', 62), ('msh', 60), ('ems', 60), ('miyoshi', 57), ('dermisa', 57), ('heme', 55), ('heum', 55), ('iris', 55), ('chimei奇美', 53), ('heit miro芳吉絲', 53), ('cheerios', 53), ('himawari', 53), ('shimizu清水', 50), ('hiles', 50), ('elishacoy', 50), ('kesho', 50), ('izumi', 50), ('homei', 50)]"
2326,山形,[],"[('元山', 50), ('泰山', 50), ('雪山', 50), ('香山', 50), ('山森', 50), ('山水', 50), ('山崎', 50), ('山元', 50), ('豪山', 50), ('富山', 50), ('武山', 50), ('丸山', 50)]"
2327,dr.藝群,[],"[('dr.vt', 60), ('dr.spa', 55), ('dr.歐思佛', 55), ('dr.hows', 50), ('dr.jart+', 50), ('dr. skin', 50), ('dear my', 50)]"
2328,安爽,[],"[('真爽', 50), ('泰安', 50), ('安安', 50), ('安田', 50), ('安雅', 50), ('安親', 50), ('良爽', 50)]"
2329,toplan,[],"[('solan', 73), ('plants', 67), ('coleman', 62), ('hola', 60), ('plas', 60), ('pola', 60), ('plan cat喵洽普', 59), ('coghlans', 57), ('motorola', 57), ('opera', 55), ('solac', 55), ('tklab', 55), ('atopiclair愛妥麗', 53), ('pato.pato', 53), ('olay歐蕾', 50), ('milani', 50), ('plantur 39', 50), ('pro plan冠能', 50), ('pelican沛麗康', 50)]"
2330,soapmax,[],"[('omax', 73), ('soapspa', 71), ('jsmax', 67), ('nomama', 62), ('olaplex', 57), ('scalp x', 57), ('tescoma', 57), ('soopa舒巴', 57), ('iris ohyama', 56), ('puma', 55), ('saba', 55), ('mama', 55), ('sasa', 55), ('moma', 55), ('samdasoo', 53), ('sowa sowa', 50), ('amida', 50), ('opera', 50), ('isana', 50)]"
2331,revital,[],"[('revital莉薇特麗', 78), ('vita', 73), ('evita艾薇塔', 67), ('brita', 67), ('realme', 62), ('vinata', 62), ('urtale', 62), ('pureal', 62), ('revablend', 62), ('eva', 60), ('melvita蜜葳特', 59), ('vitamix', 57), ('vitabox', 57), ('apivita', 57), ('arencia', 57), ('ricenal', 57), ('vitamer', 57), ('evas', 55), (""i'nesvia"", 53)]"
2332,ciaoke,"[('ciao', 80)]","[('ciao', 80), ('carome.', 67), ('celvoke', 62), ('ciate夏緹', 62), ('chinook', 62), ('cock', 60), ('capitano', 57), ('biore', 55), ('haken', 55), ('atake', 55), ('aiken', 55), ('iroka', 55), ('kokie', 55), ('ahoye', 55), ('canidae卡比', 53), ('ac makeup', 53), ('ad-rocket', 53), ('ok choice', 53), ('chicco', 50)]"
2333,kitchen art,[],"[('kitchenaid', 67), ('kit cat', 67), ('a’kin', 62), ('cath kidston', 61), ('arcticpet', 60), ('arctic', 59), ('natice', 59), ('artis di voce', 58), ('smartwatch', 57), ('the north face', 56), ('farcent', 56), ('artisan', 56), ('dr. skin', 56), ('attento', 56), ('kitchenwell金美滿', 56), ('ricenal', 56), ('the orchid skin', 54), ('the saem', 53), ('briochin', 53)]"
2334,curecare安炫曜,[],"[('premiumcare', 55), ('cure', 53), ('natures care', 52)]"
2335,咖啡廣場,[],"[('藏咖啡', 57), ('咖樂迪咖啡農場', 55), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('jc咖啡', 50), ('咖啡工廠', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]"
2336,南王,[],"[('南僑', 50), ('獅王', 50), ('花王', 50), ('味王', 50), ('王牌', 50), ('菇王', 50), ('王朝', 50), ('大王', 50)]"
2337,杏輝醫藥,[],[]
2338,sansui山水,[],"[('sanbisi', 67), ('hanskin', 53), ('sangaria山加利', 53), ('swanson', 53), ('sanlux三洋', 50), ('sanjirushi桑名', 50), ('sasa', 50), ('sangaria', 50), ('uni star', 50), ('anua', 50)]"
2339,hac永信,[],"[('永信', 57), ('dhc', 50), ('abc', 50), ('ahc', 50), ('htc', 50), ('aoc', 50), ('chacott', 50), ('lac', 50), ('永信牌', 50), ('aha', 50), ('ace', 50), ('afc', 50), ('nac', 50)]"
2340,malu wilz,[],"[('wild calling', 57), ('masil', 57), ('maquillage', 53), ('st.malo', 50), ('malie媄莉', 50), ('a&w', 50), ('lalil樂靈', 50)]"
2341,grandpa’s soap神奇爺爺,[],"[('ecosoya brands', 56), (""grandma mae's梅亞奶奶"", 51)]"
2342,jie fen潔芬,[],"[('fresh line', 53), ('simple life', 50), ('beanies', 50)]"
2343,dr.bei貝醫生,[],"[('mr.bone', 50)]"
2344,柑橘王子,[],"[('橘子工坊', 50)]"
2345,arencia,[],"[('arctic', 62), ('antian', 62), ('cabreiroa', 62), ('handpurena', 59), ('alpecin', 57), ('argelan', 57), ('farcent', 57), ('revital', 57), ('artisan', 57), ('ricenal', 57), ('babaria', 57), ('hair recipe', 56), ('ciao', 55), ('anua', 55), ('rcma', 55), ('natures care', 53), ('care linkage', 53), ('sparkeau', 53), ('acmedica', 53)]"
2346,ivory coat澳克騎士,[],"[('cat glory驕傲貓', 54), ('ivory', 53), ('cnp laboratory', 50)]"
2347,詩柔,[],"[('芊柔', 50), ('艾詩', 50)]"
2348,luwak,[],"[('luna', 67), ('lucky', 60), ('lasko', 60), ('ak', 57), ('mk lab', 55), ('luna曜越', 55), ('elujai', 55), ('wadakan', 50), ('nuk', 50), ('lunasol', 50), ('lac', 50), ('voluspa', 50)]"
2349,零零,[],[]
2350,ravis森下仁丹,[],[]
2351,紅布朗,[],"[('布朗博士', 57)]"
2352,blue diamond,[],"[('kissdiamond', 61), ('bluepine', 60), ('s+diamond鑽美姬', 58), ('biolead', 53), ('bioneed', 53), ('mama butter', 52), ('de buyer', 50), ('belle madame貝麗瑪丹', 50), ('b.friend', 50), ('time leisure', 50), ('maison belle美生貝樂', 50), ('blackmonster', 50), ('blendtec', 50), (""john's blend"", 50)]"
2353,la defonse黎得芳,[],[]
2354,iope艾諾碧,[],"[('ipet艾沛', 62), ('biore', 50), ('opera', 50), ('hope girl', 50)]"
2355,volfas engelman,[],"[('nanolabo', 52), ('vanilla blanc', 50), (""lassie'el"", 50), ('granola house', 50)]"
2356,利護樂,[],[]
2357,利捷維,[],[]
2358,pingo品工,[],"[('pinoh品諾', 71), ('ringo', 67), ('pigeon貝親', 53), ('spring曙光', 53), ('capitano', 53), ('petio', 50), ('ginpo', 50), ('17pin', 50), ('amino', 50)]"
2359,magicom,[],"[('mandom', 62), ('mitomo', 62), ('maychic', 57), ('agim阿基姆', 57), ('agricola植物者', 56), ('aibo', 55), ('maro', 55), ('vico', 55), ('mama', 55), ('moma', 55), ('aito', 55), ('azio', 55), ('agoy', 55), ('brain cosmos', 53), ('dermacol', 53), ('m.a.c', 50), ('lancome蘭蔻', 50), ('masions美心', 50), ('combo', 50)]"
2360,gourmia,[],"[('gourmet', 71), ('osuma', 67), ('garmin', 62), ('georgia喬亞', 62), ('joroma', 62), ('gum', 60), ('flormar', 57), ('dermisa', 57), ('corsica', 57), ('formosa', 57), ('puma', 55), ('orip', 55), ('hori', 55), ('miau', 55), ('pomi', 55), ('moma', 55), ('rcma', 55), ('omax', 55), ('orita歐芮坦', 53)]"
2361,dr.link林克博士,[],"[('arlink', 59), ('darling', 56), ('dr. skin', 56), ('dr.satin', 53), ('ergolink', 53), ('dr.shine', 53), ('care linkage', 52), ('j-lin', 50), ('dr.may美博士', 50)]"
2362,潔芬,[],"[('舒潔', 50), ('多芬', 50), ('潔倍', 50), ('普潔', 50), ('亮潔', 50)]"
2363,la mei la拉美拉,[],"[('lameila拉美拉', 64), ('lanami', 56), ('le labo', 53), ('black blaze', 52)]"
2364,bruno,[],"[('uno', 75), ('bronson', 67), ('ringo', 60), ('abuns', 60), ('juono', 60), ('kurun', 60), ('yunos', 60), ('brooks', 55), ('suunto', 55), ('barrio', 55), ('bonton', 55), ('kumnong', 50), ('unt', 50), ('qundo康朵', 50), ('now!', 50), ('lunasol', 50), ('you can buy', 50), ('balzano', 50), ('brook’s', 50)]"
2365,fancy藤蔓擴香氛,[],"[('fancl', 53)]"
2366,珂潤,[],"[('森潤', 50), ('沐潤', 50)]"
2367,mjamjam魔力喵,[],"[('mama', 57), ('nomama', 50)]"
2368,wellness,"[('wellness寵物健康', 80)]","[('wellness寵物健康', 80), ('wellness+ 盛燦男士', 76), ('eilles', 71), ('wellage', 67), ('wellbe威比', 62), ('flawless', 62), (""lassie'el"", 59), ('lole’s', 57), ('weleda', 57), ('beanies', 53), ('wellcome好吉康', 53), ('jumelle', 53), ('jealousness婕洛妮絲', 52), ('enne', 50), ('ayerllan', 50), ('fees', 50), ('avengers', 50), ('heller嘉儀', 50), ('merbliss', 50)]"
2369,vf魏大夫,[],"[('大丈夫', 50)]"
2370,daesang大象,[],"[('sang-a', 67), ('baekoksaeng', 60), ('zushiang日象', 53), ('argelan', 50), ('wadakan', 50), ('darling', 50), ('artisan', 50), ('dermisa', 50)]"
2371,怪獸部落,[],"[('litomon怪獸部落', 53)]"
2372,ogeu,[],"[('google', 60), ('gum', 57), ('one', 57), ('omg', 57), ('eupa', 50), ('more', 50), ('eau耀', 50), ('heum', 50), ('sole', 50), ('boneplus', 50), ('yome', 50), ('monge瑪恩吉', 50), ('songen松井', 50), ('ozen', 50), ('ange', 50), ('bone', 50), ('oguma水美媒', 50), ('osun', 50), ('eufy', 50)]"
2373,農會牌,"[('農會', 80)]","[('農會', 80), ('西螺農會', 57), ('員山農會', 57), ('羅東農會', 57), ('古坑鄉農會', 50), ('台中市農會', 50)]"
2374,小廚師,[],"[('廚膳師', 67)]"
2375,running pets毛孩快跑,[],[]
2376,nd澳洲,[],[]
2377,love愛的獎勵,[],"[('clover', 57), ('relove', 57), ('bb love', 53), ('gelovery', 50), ('mamalove', 50)]"
2378,suisai,[],"[('sunisa蘇妮薩', 67), ('oulisi', 67), ('tsuvimi', 62), ('sanbisi', 62), ('eisai衛采', 62), ('sasa', 60), ('mitsubishi三菱', 56), ('asahi', 55), ('isana', 55), ('sukin', 55), ('sakio', 55), ('sugao', 55), ('ikari', 55), ('sigma', 55), ('osuma', 55), ('asus華碩', 50), ('milani', 50), ('sunstar三詩達', 50), ('missha', 50)]"
2379,maytag美泰克,[],"[('petag美國貝克', 56), ('maymay美美地墊', 53), ('matador', 50)]"
2380,ecosoya brands,[],"[('brain cosmos', 69), ('grandpa’s soap神奇爺爺', 56), ('rosy rosa', 52), ('new beads', 52), ('banila co', 52), ('san benedetto', 52), ('berndes寶迪', 52), ('peach and', 52), ('urban veda', 50), ('bandai', 50), ('yy bean coffee', 50)]"
2381,taiga,"[('taiga大河', 83)]","[('taiga大河', 83), ('tata', 67), ('tigi', 67), ('thai', 67), ('amida', 60), ('avila', 60), ('angfa', 60), ('petia', 60), ('sigma', 60), ('adidas', 55), ('takumi', 55), ('targus', 55), ('zavida', 55), ('antian', 55), ('akimia', 55), ('aiwa愛華', 55), ('argelan', 50), ('akika漁極', 50), ('tgc', 50)]"
2382,dior,"[('dior迪奧', 80)]","[('dior迪奧', 80), ('diadora', 73), ('biore', 67), ('lador', 67), ('ivory', 67), ('doutor', 60), ('ivenor', 60), ('modori', 60), ('daisho', 60), ('dibote', 60), ('nor.', 57), ('biore蜜妮', 55), ('cocodor', 55), ('matador', 55), ('diplona', 55), ('dtaudio', 55), ('more', 50), ('ciao', 50), ('aibo', 50)]"
2383,勁小子,[],"[('小分子', 67)]"
2384,fujiko,"[('fuji', 80)]","[('fuji', 80), ('fujitek富士電通', 59), ('fujimaru', 57), ('filco', 55), ('j.kao', 55), ('profusion', 53), ('fuso福壽', 50), ('fiji斐濟', 50), ('jigott', 50), ('yubico', 50), ('frudia', 50), ('fujitsu富士通', 50), ('kopiko', 50), ('elujai', 50)]"
2385,parfum,[],"[('parfum巴黎帕芬', 75), ('puma', 60), ('haru', 60), ('warm', 60), ('sparkeau', 57), ('parrs', 55), ('arlem', 55), ('ariul', 55), ('akuma', 55), ('aroma', 55), ('pharmaact', 53), ('profusion', 53), ('pearlau沛柔', 53), ('parmir帕米爾', 53), ('palladium', 53), ('carome.', 50), ('garmin', 50), ('takumi', 50), ('targus', 50)]"
2386,hello你好,[],"[('hellokitty', 59), ('hello kitty', 56), ('wellcome好吉康', 56), ('heller嘉儀', 53), ('mellsavon', 50), ('melko', 50)]"
2387,hongyew鴻宇,[],"[('hongo鴻果', 62), ('honey', 57), ('ahoye', 57), ('mihong', 53), ('honeysuckle', 50), ('one', 50)]"
2388,tcc,"[('tc', 80)]","[('tc', 80), ('ucc', 67), ('tcl', 67), ('tgc', 67), ('htc', 67), ('cock', 57), ('tcrd', 57), ('vacci', 50), ('cuoco', 50), ('gucci', 50)]"
2389,uy28 優雅美體,[],[]
2390,茱莉蔻,[],[]
2391,tiki cat,"[('kit cat', 80)]","[('kit cat', 80), ('a’kin', 62), ('cath kidston', 60), ('vt cica', 53), ('catfeet', 53), ('chacott', 53), ('iq cat聰明貓乾糧', 53), ('kitchen art', 53), ('milk&co', 53), ('create dentfine', 52), ('kate tokyo凱婷', 50), ('c-skin杜克', 50), ('kiki', 50), ('t.c.star', 50), ('care linkage', 50), ('cat chow', 50), ('his cafe', 50), ('hulu cat', 50), ('tigi', 50)]"
2392,artisan,[],"[('antian', 77), ('isana', 67), ('arctic', 62), ('garmin', 62), ('marusan丸三', 62), ('aprilskin', 62), ('jardin', 62), ('arlink', 62), ('arin氧潤', 62), ('farlin', 62), ('sang-a', 62), ('barista西雅圖', 59), ('frisian富力鮮', 59), ('watsons', 57), ('argelan', 57), ('darling', 57), ('arwin雅聞', 57), ('arencia', 57), ('dermisa', 57)]"
2393,夏士蓮,[],[]
2394,優活力,"[('優活', 80), ('活力', 80)]","[('優活', 80), ('活力', 80), ('活力滋', 67), ('優力巾', 67), ('活力廚坊', 57), ('活力廚房', 57), ('亞尼活力', 57)]"
2395,vitasoy維他奶,[],"[('lovita愛維他', 63), ('vitabox', 59), ('vita', 57), ('vitantonio', 50), ('vinata', 50)]"
2396,natura siberica,[],"[('naturie', 64), ('tuscan natural托斯卡', 62), ('natural pie多納滋', 62), ('naturals', 61), ('nature republic', 60), ('natures organics', 58), ('extra mineral', 57), ('real nature瑞威', 57), ('naturehike', 56), ('nursery', 55), ('nature tree', 54), ('naturaverde自然之綠', 53), ('nature story自然物語', 52), ('natureby', 52), ('nutra tech皇冠', 52), ('natural d', 50), ('naturactor娜拉兒', 50), ('natural10++', 50), ('idea auto', 50)]"
2397,deerdogs狄寶,[],"[('cheerios', 56), ('dayneeds', 56), ('berndes寶迪', 53), ('cheers', 50), ('everose愛芙蓉', 50)]"
2398,13章,[],[]
2399,milklab,[],"[('tklab', 67), ('milani', 62), ('mill挪威', 62), ('mlb', 60), ('maquillage', 59), ('familia', 57), ('milk&co', 57), ('illy', 55), ('fila', 55), ('mylk', 55), ('miau', 55), ('ikbc', 55), ('maxill美適', 53), ('sillymann', 50), ('amida', 50), ('avila', 50), ('iroka', 50), ('masil', 50), ('labo labo', 50)]"
2400,日虎,[],"[('日清', 50), ('虎牌', 50), ('日虹', 50), ('臺虎', 50), ('日象', 50), ('虎屋', 50), ('日濢', 50), ('日青', 50), ('朝日', 50), ('虎牙', 50)]"
2401,oway,[],"[('oasy', 75), ('okawa', 67), ('downy', 67), ('olay歐蕾', 60), ('sowa首華', 60), ('oakley', 60), ('oxy', 57), ('now!', 57), ('alobaby', 55), ('hiway海味', 55), ('ogawa奧佳華', 50), ('ozawakei', 50), ('pony', 50), ('sony', 50), ('koyo', 50), ('hola', 50), ('warm', 50), ('ayam', 50), ('ifoa', 50)]"
2402,in-plus贏,[],"[('leun plus', 71), ('g-plus', 71), ('boneplus', 62), ('life-do.plus', 60), ('pure mind', 59), ('21plus', 57), ('infocus', 53), (""pure'n soft"", 53), ('mediplus美樂思', 53), ('chin su', 53), ('qian rou', 50), ('push!', 50), ('plas', 50)]"
2403,evolve伊法,[],"[('olive', 62), ('evoluderm', 59), ('relove', 57), ('ecover', 57), ('celvoke', 53), ('sole', 50), ('deve', 50), ('ecover宜珂', 50), ('gelovery', 50)]"
2404,盛田,[],"[('豆腐盛田屋', 57), ('濱田', 50), ('安田', 50), ('上田', 50), ('田記', 50), ('御田', 50)]"
2405,infinity無限肌緻,[],[]
2406,goodyear固特異,[],"[('goodies', 56), ('deary', 50), ('only good', 50)]"
2407,菊正宗,[],[]
2408,jant blanc,[],"[('vanilla blanc', 70), ('new balance', 67), ('natural balance', 64), ('sant’anna', 63), ('black monster', 61), ('leanani', 59), ('black blaze', 57), ('baan', 57), ('blackmonster', 55), (""john's blend"", 55), ('black ice', 53), ('b balance', 53), ('black gears黑設', 52), ('balance博朗氏', 50), ('lechat', 50), ('baan貝恩', 50), ('japan gals', 50), ('fine japan', 50), ('banana boat香蕉船', 50)]"
2409,ajuste愛伽絲,[],"[('justherb', 59), ('baster巴絲特', 56), ('amstel', 53), ('yeaster', 50), ('justherb香草集', 50), ('elastine伊絲婷', 50), ('mustela', 50)]"
2410,世界紀行,[],"[('21世紀', 50)]"
2411,普登,[],"[('脫普', 50), ('夏普', 50), ('普潔', 50)]"
2412,源珍,[],"[('頤珍', 50), ('源美', 50)]"
2413,reveur芮芙茹,[],"[('ronever', 62), ('relove', 53), ('ecover', 53), ('everose愛芙蓉', 53), ('everpure愛惠浦', 50), ('freeplus芙莉思', 50)]"
2414,50惠,[],[]
2415,elence 2001,[],"[('b balance', 50)]"
2416,coghlans,[],"[('coleman', 67), ('solan', 62), ('chanson強生', 59), ('lavons', 57), ('toplan', 57), ('plants', 57), ('clarins克蘭詩', 56), ('argelan', 53), ('hanskin', 53), ('forcans', 53), ('chin su', 53), ('champion', 50), ('botanist', 50), ('converse', 50), ('doggyman', 50), ('canus肯拿士', 50), ('hola', 50), ('xinchang', 50), ('casa', 50)]"
2417,w.lab,[],"[('a&w', 75), ('mk lab', 73), ('le labo', 67), ('tklab', 60), ('lb', 57), ('labo labo', 57), ('nail labo', 57), (""d'alba"", 55), ('lafe’s', 55), ('new balance', 50), ('abc', 50), ('unlabel', 50), ('mlb', 50), ('lac', 50), ('loveabowl囍碗', 50), ('alobaby', 50), ('milklab', 50), ('lucas papaw', 50), ('a+ power', 50)]"
2418,咖啡工廠,[],"[('藏咖啡', 57), ('鮮烘咖啡工作室', 55), ('臥龍咖啡工作室', 55), ('皇雀咖啡', 50), ('卡薩咖啡', 50), ('江鳥咖啡', 50), ('澤井咖啡', 50), ('伯朗咖啡', 50), ('jc咖啡', 50), ('咖啡廣場', 50), ('女皇咖啡', 50), ('興波咖啡', 50), ('熊愛咖啡', 50), ('微美咖啡', 50), ('愛戀咖啡', 50), ('樂家咖啡', 50), ('湛盧咖啡', 50), ('成真咖啡', 50)]"
2419,dazzshop,[],"[('daisho', 71), ('aesop', 62), ('may shop', 62), ('samdasoo', 50), ('azio', 50)]"
2420,mr.sci賽先生科學,[],[]
2421,tklab,[],"[('milklab', 67), ('staub', 60), ('w.lab', 60), ('lb', 57), ('mk lab', 55), ('toplan', 55), ('abc', 50), ('tcl', 50), ('unlabel', 50), ('mlb', 50), ('tabasco', 50), ('karalla', 50), ('lac', 50), ('alobaby', 50), ('stb', 50), ('vitabox', 50), ('tau', 50), ('le labo', 50), ('kitekat', 50)]"
2422,okogreen生態綠,[],"[('green綠的', 67), ('greenon', 56), ('greenies新健綠', 55), ('greenpan', 53), ('greens葛莉思', 50), ('greenwood', 50)]"
2423,shills,[],"[('hiles', 73), ('hills希爾思', 71), ('eilles', 67), ('snails', 67), ('illy', 60), ('skinvill', 57), ('loshi', 55), ('asahi', 55), ('masil', 55), ('skoll', 55), ('sillymann', 53), ('philips飛利浦', 50), ('hilltop山頂鳥', 50), ('persil', 50), ('mill挪威', 50), ('suisai', 50), ('sl', 50), ('lole’s', 50), ('fossil', 50)]"
2424,lululun,[],"[('luna', 55), ('unny club', 50), ('suuen', 50), ('la lune蘭韻', 50), ('kurun', 50), ('leun plus', 50)]"
2425,超海派,[],[]
2426,casa,"[('casa卡薩', 80)]","[('casa卡薩', 80), ('sasa', 75), ('cass', 75), ('asahi', 67), ('catuna', 60), ('tcstar', 60), ('canary', 60), ('sang-a', 60), ('csmart+', 60), ('a star', 60), ('axa', 57), ('aha', 57), ('cap', 57), ('cesar西莎', 55), ('calypso', 55), ('pascual', 55), ('asahi朝日', 55), ('artisan', 55), ('soapspa', 55)]"
2427,beautyeasy,[],"[('beauty', 75), ('ks beauty', 74), ('bella beauty', 73), ('beautydisplay', 70), ('pure beauty', 67), ('beautymaker', 67), ('kaibeauty', 63), ('mandom beauty', 61), ('beauty credit', 61), ('malibu beauty', 61), ('beautia倍立雅', 60), ('beanies', 59), ('j.catbeauty', 57), ('lumina beauty care', 57), ('creerbeaute', 57), ('bluebay倍力', 53), ('idea auto', 53), ('alyea', 53), ('my beauty diary我的美麗日記', 52)]"
2428,dr.forhair,[],"[('dr‘s formula‘', 64), ('dr. organic丹霓珂', 61), ('dr.jart+', 59), ('flormar', 59), ('orihiro', 59), ('dr.satin', 56), ('dr.hsieh', 56), ('dr.shine', 56), ('dr’s formula台塑生醫', 54), (""dr's formula台塑生醫"", 54), ('flair', 53), ('dr.wonder', 53), ('real thai', 53), ('orasi', 53), ('dairy farmers', 52), ('dr.harvey哈維博士', 52), ('dr.spa', 50), ('corsair海盜船', 50), ('derma&more', 50)]"
2429,vbot,[],"[('vt', 67), ('irobot', 60), ('dibote', 60), ('bonton', 60), ('vitabox', 55), ('botanist', 50), ('soto', 50), ('aibo', 50), ('vivo', 50), ('vita', 50), ('xbox', 50), ('lobo', 50), ('vico', 50), ('rivo', 50), ('post', 50), ('bone', 50), ('labiotte', 50), ('bodytalk', 50)]"
